"external_id","week","mo","tu","we","th","fr","sa","q2","group"
"57",10,4.182,4.148,2.01,2.059,1.945,2.066,2,"labNor"
"57",3,4.198,4.176,4.127,4.181,2.172,2.113,3,"labNor"
"57",2,4.197,4.166,2.207,2.196,4.17,4.165,3,"labNor"
"58",9,2.129,2.148,2.064,2.019,4.182,4.182,2,"labNor"
"58",4,2.023,1.954,4.221,4.125,4.234,4.169,3,"labNor"
"58",8,2.096,2.047,4.126,4.138,2.026,2.09,2,"labNor"
"58",12,2.132,2.103,2.013,2.1,3.95,3.991,3,"labNor"
"58",13,3.871,3.921,1.943,2.046,2.2,2.022,2,"labNor"
"58",11,2.02,2.049,3.922,3.981,2.093,2.042,3,"labNor"
"58",2,4.197,4.166,2.207,2.196,4.17,4.165,3,"labNor"
"58",10,4.182,4.148,2.01,2.059,1.945,2.066,3,"labNor"
"58",3,4.198,4.176,4.127,4.181,2.172,2.113,3,"labNor"
"58",1,4.155,4.162,1.963,1.978,4.166,4.164,4,"labNor"
"58",7,2.125,1.891,3.999,3.896,3.978,3.912,3,"labNor"
"58",5,3.964,3.956,2.097,2.285,3.879,3.997,3,"labNor"
"58",6,3.883,3.966,3.916,3.88,2.172,2.023,3,"labNor"
"59",9,2.129,2.148,2.064,2.019,4.182,4.182,3,"labNor"
"59",12,2.132,2.103,2.013,2.1,3.95,3.991,3,"labNor"
"59",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labNor"
"59",1,4.155,4.162,1.963,1.978,4.166,4.164,4,"labNor"
"59",7,2.125,1.891,3.999,3.896,3.978,3.912,4,"labNor"
"59",2,4.197,4.166,2.207,2.196,4.17,4.165,3,"labNor"
"59",11,2.02,2.049,3.922,3.981,2.093,2.042,2,"labNor"
"59",3,4.198,4.176,4.127,4.181,2.172,2.113,2,"labNor"
"59",6,3.883,3.966,3.916,3.88,2.172,2.023,2,"labNor"
"59",5,3.964,3.956,2.097,2.285,3.879,3.997,3,"labNor"
"59",10,4.182,4.148,2.01,2.059,1.945,2.066,3,"labNor"
"59",8,2.096,2.047,4.126,4.138,2.026,2.09,3,"labNor"
"59",13,3.871,3.921,1.943,2.046,2.2,2.022,2,"labNor"
"60",1,4.155,4.162,1.963,1.978,4.166,4.164,2,"labNor"
"60",13,3.871,3.921,1.943,2.046,2.2,2.022,2,"labNor"
"60",12,2.132,2.103,2.013,2.1,3.95,3.991,2,"labNor"
"60",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labNor"
"60",8,2.096,2.047,4.126,4.138,2.026,2.09,4,"labNor"
"60",9,2.129,2.148,2.064,2.019,4.182,4.182,3,"labNor"
"60",3,4.198,4.176,4.127,4.181,2.172,2.113,3,"labNor"
"60",6,3.883,3.966,3.916,3.88,2.172,2.023,4,"labNor"
"60",7,2.125,1.891,3.999,3.896,3.978,3.912,4,"labNor"
"60",11,2.02,2.049,3.922,3.981,2.093,2.042,3,"labNor"
"60",10,4.182,4.148,2.01,2.059,1.945,2.066,3,"labNor"
"60",2,4.197,4.166,2.207,2.196,4.17,4.165,4,"labNor"
"60",5,3.964,3.956,2.097,2.285,3.879,3.997,4,"labNor"
"62",10,4.182,4.148,2.01,2.059,1.945,2.066,5,"labNor"
"62",5,3.964,3.956,2.097,2.285,3.879,3.997,4,"labNor"
"62",8,2.096,2.047,4.126,4.138,2.026,2.09,3,"labNor"
"62",6,3.883,3.966,3.916,3.88,2.172,2.023,3,"labNor"
"62",11,2.02,2.049,3.922,3.981,2.093,2.042,2,"labNor"
"62",2,4.197,4.166,2.207,2.196,4.17,4.165,4,"labNor"
"62",1,4.155,4.162,1.963,1.978,4.166,4.164,5,"labNor"
"62",12,2.132,2.103,2.013,2.1,3.95,3.991,2,"labNor"
"62",4,2.023,1.954,4.221,4.125,4.234,4.169,5,"labNor"
"62",7,2.125,1.891,3.999,3.896,3.978,3.912,5,"labNor"
"62",9,2.129,2.148,2.064,2.019,4.182,4.182,3,"labNor"
"62",13,3.871,3.921,1.943,2.046,2.2,2.022,2,"labNor"
"62",3,4.198,4.176,4.127,4.181,2.172,2.113,4,"labNor"
"63",7,2.125,1.891,3.999,3.896,3.978,3.912,3,"labNor"
"63",2,4.197,4.166,2.207,2.196,4.17,4.165,3,"labNor"
"63",3,4.198,4.176,4.127,4.181,2.172,2.113,4,"labNor"
"63",12,2.132,2.103,2.013,2.1,3.95,3.991,2,"labNor"
"63",5,3.964,3.956,2.097,2.285,3.879,3.997,3,"labNor"
"63",4,2.023,1.954,4.221,4.125,4.234,4.169,3,"labNor"
"63",13,3.871,3.921,1.943,2.046,2.2,2.022,1,"labNor"
"63",6,3.883,3.966,3.916,3.88,2.172,2.023,3,"labNor"
"63",9,2.129,2.148,2.064,2.019,4.182,4.182,2,"labNor"
"63",8,2.096,2.047,4.126,4.138,2.026,2.09,2,"labNor"
"63",11,2.02,2.049,3.922,3.981,2.093,2.042,2,"labNor"
"63",1,4.155,4.162,1.963,1.978,4.166,4.164,3,"labNor"
"63",10,4.182,4.148,2.01,2.059,1.945,2.066,2,"labNor"
"64",9,2.129,2.148,2.064,2.019,4.182,4.182,3,"labNor"
"64",6,3.883,3.966,3.916,3.88,2.172,2.023,4,"labNor"
"64",11,2.02,2.049,3.922,3.981,2.093,2.042,3,"labNor"
"64",10,4.182,4.148,2.01,2.059,1.945,2.066,4,"labNor"
"64",3,4.198,4.176,4.127,4.181,2.172,2.113,5,"labNor"
"64",13,3.871,3.921,1.943,2.046,2.2,2.022,2,"labNor"
"64",7,2.125,1.891,3.999,3.896,3.978,3.912,5,"labNor"
"64",4,2.023,1.954,4.221,4.125,4.234,4.169,5,"labNor"
"64",5,3.964,3.956,2.097,2.285,3.879,3.997,4,"labNor"
"64",8,2.096,2.047,4.126,4.138,2.026,2.09,2,"labNor"
"64",12,2.132,2.103,2.013,2.1,3.95,3.991,3,"labNor"
"64",2,4.197,4.166,2.207,2.196,4.17,4.165,5,"labNor"
"64",1,4.155,4.162,1.963,1.978,4.166,4.164,4,"labNor"
"66",6,3.883,3.966,3.916,3.88,2.172,2.023,3,"labNor"
"66",13,3.871,3.921,1.943,2.046,2.2,2.022,3,"labNor"
"66",1,4.155,4.162,1.963,1.978,4.166,4.164,3,"labNor"
"66",12,2.132,2.103,2.013,2.1,3.95,3.991,3,"labNor"
"66",7,2.125,1.891,3.999,3.896,3.978,3.912,4,"labNor"
"66",2,4.197,4.166,2.207,2.196,4.17,4.165,3,"labNor"
"66",5,3.964,3.956,2.097,2.285,3.879,3.997,4,"labNor"
"66",11,2.02,2.049,3.922,3.981,2.093,2.042,3,"labNor"
"66",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labNor"
"66",3,4.198,4.176,4.127,4.181,2.172,2.113,4,"labNor"
"66",9,2.129,2.148,2.064,2.019,4.182,4.182,4,"labNor"
"66",8,2.096,2.047,4.126,4.138,2.026,2.09,3,"labNor"
"66",10,4.182,4.148,2.01,2.059,1.945,2.066,3,"labNor"
"67",2,4.197,4.166,2.207,2.196,4.17,4.165,3,"labNor"
"67",12,2.132,2.103,2.013,2.1,3.95,3.991,2,"labNor"
"67",7,2.125,1.891,3.999,3.896,3.978,3.912,4,"labNor"
"67",4,2.023,1.954,4.221,4.125,4.234,4.169,4,"labNor"
"67",11,2.02,2.049,3.922,3.981,2.093,2.042,2,"labNor"
"67",8,2.096,2.047,4.126,4.138,2.026,2.09,2,"labNor"
"67",5,3.964,3.956,2.097,2.285,3.879,3.997,4,"labNor"
"67",6,3.883,3.966,3.916,3.88,2.172,2.023,4,"labNor"
"67",1,4.155,4.162,1.963,1.978,4.166,4.164,3,"labNor"
"67",13,3.871,3.921,1.943,2.046,2.2,2.022,2,"labNor"
"67",9,2.129,2.148,2.064,2.019,4.182,4.182,3,"labNor"
"67",10,4.182,4.148,2.01,2.059,1.945,2.066,3,"labNor"
"67",3,4.198,4.176,4.127,4.181,2.172,2.113,4,"labNor"
"68",7,2.125,1.891,3.999,3.896,3.978,3.912,4,"labNor"
"68",4,2.023,1.954,4.221,4.125,4.234,4.169,3,"labNor"
"68",9,2.129,2.148,2.064,2.019,4.182,4.182,2,"labNor"
"68",12,2.132,2.103,2.013,2.1,3.95,3.991,2,"labNor"
"68",5,3.964,3.956,2.097,2.285,3.879,3.997,3,"labNor"
"68",8,2.096,2.047,4.126,4.138,2.026,2.09,3,"labNor"
"68",2,4.197,4.166,2.207,2.196,4.17,4.165,4,"labNor"
"68",11,2.02,2.049,3.922,3.981,2.093,2.042,2,"labNor"
"68",10,4.182,4.148,2.01,2.059,1.945,2.066,2,"labNor"
"68",6,3.883,3.966,3.916,3.88,2.172,2.023,4,"labNor"
"68",3,4.198,4.176,4.127,4.181,2.172,2.113,4,"labNor"
"68",1,4.155,4.162,1.963,1.978,4.166,4.164,4,"labNor"
"68",13,3.871,3.921,1.943,2.046,2.2,2.022,1,"labNor"
